Date,Close
2022-01-04,108.08999633789062
2022-01-05,106.4000015258789
2022-01-06,106.0
2022-01-07,104.83999633789062
2022-01-10,104.98999786376953
2022-01-11,105.1500015258789
2022-01-12,104.75
2022-01-13,103.36000061035156
2022-01-14,103.80999755859375
2022-01-17,103.9800033569336
2022-01-18,101.6500015258789
2022-01-19,100.52999877929688
2022-01-20,99.55000305175781
2022-01-21,98.26000213623047
2022-01-24,98.91000366210938
2022-01-25,97.54000091552734
2022-01-26,97.9000015258789
2022-01-27,97.95999908447266
2022-01-28,100.44000244140625
2022-01-31,101.83999633789062
2022-02-01,102.3499984741211
2022-02-02,103.0999984741211
2022-02-03,100.79000091552734
2022-02-04,101.9800033569336
2022-02-07,100.81999969482422
2022-02-08,101.93000030517578
2022-02-09,103.08999633789062
2022-02-10,101.72000122070312
2022-02-11,99.91999816894531
2022-02-14,99.44999694824219
2022-02-15,101.08000183105469
2022-02-16,100.80000305175781
2022-02-17,98.80000305175781
2022-02-18,98.54000091552734
2022-02-22,97.58999633789062
2022-02-23,95.5999984741211
2022-02-24,97.56999969482422
2022-02-25,98.93000030517578
2022-02-28,98.44999694824219
2022-03-01,97.47000122070312
2022-03-02,98.44999694824219
2022-03-03,98.26000213623047
2022-03-04,97.91000366210938
2022-03-07,95.62999725341797
2022-03-08,95.58000183105469
2022-03-09,97.30999755859375
2022-03-10,96.70999908447266
2022-03-11,95.16000366210938
2022-03-14,95.12000274658203
2022-03-15,96.80000305175781
2022-03-16,98.3499984741211
2022-03-17,98.94999694824219
2022-03-18,99.98999786376953
2022-03-21,99.86000061035156
2022-03-22,100.83999633789062
2022-03-23,99.58999633789062
2022-03-24,100.43000030517578
2022-03-25,100.44000244140625
2022-03-28,101.45999908447266
2022-03-29,102.6500015258789
2022-03-30,101.76000213623047
2022-03-31,100.5
2022-04-01,100.9000015258789
2022-04-04,101.52999877929688
2022-04-05,100.30000305175781
2022-04-06,99.62000274658203
2022-04-07,100.44999694824219
2022-04-08,99.98999786376953
2022-04-11,98.94000244140625
2022-04-12,98.61000061035156
2022-04-13,99.0999984741211
2022-04-14,98.30000305175781
2022-04-18,98.31999969482422
2022-04-19,99.94999694824219
2022-04-20,98.88999938964844
2022-04-21,98.12999725341797
2022-04-22,96.41999816894531
2022-04-25,97.08000183105469
2022-04-26,94.94999694824219
2022-04-27,95.1500015258789
2022-04-28,97.4000015258789
2022-04-29,94.0999984741211
2022-05-02,95.0
2022-05-03,95.12000274658203
2022-05-04,97.19000244140625
2022-05-05,94.58999633789062
2022-05-06,94.30999755859375
2022-05-09,92.22000122070312
2022-05-10,92.55000305175781
2022-05-11,90.76000213623047
2022-05-12,91.05000305175781
2022-05-13,92.3499984741211
2022-05-16,91.48999786376953
2022-05-17,93.06999969482422
2022-05-18,89.87999725341797
2022-05-19,88.87999725341797
2022-05-20,89.02999877929688
2022-05-24,89.66999816894531
2022-05-25,90.62999725341797
2022-05-26,92.16999816894531
2022-05-27,94.0
2022-05-30,94.68000030517578
2022-05-31,92.94999694824219
2022-06-01,92.33999633789062
2022-06-02,93.4000015258789
2022-06-03,92.0
2022-06-06,92.23999786376953
2022-06-07,92.69000244140625
2022-06-08,91.81999969482422
